best_params,best_score,elapsed_time_ns,cpu_process_time_ns
"{'C': 1, 'max_iter': 7600, 'multi_class': 'ovr', 'penalty': 'l2', 'solver': 'liblinear'}",0.9478260869565217,217684807000,1298136000
