best_params,best_score,elapsed_time_ns,cpu_process_time_ns
"{'solver': 'sgd', 'max_iter': 7600, 'learning_rate': 'constant', 'hidden_layer_sizes': (500, 400, 300, 200, 100), 'alpha': 1, 'activation': 'tanh'}",0.8521739130434783,595675961000,461080857000
